80.4869 	WARNING 	User requested fullscreen with size [800 600], but screen is actually [1440, 900]. Using actual size
103.7655 	EXP 	Created stim2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.2, italic=False, languageStyle='LTR', name='stim2', opacity=1.0, ori=0, pos=array([7.07106781, 7.07106781]), rgb=array([255., 255., 255.]), text='', units='deg', win=Window(...), wrapWidth=15.0)
103.7662 	EXP 	Created stim3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.2, italic=False, languageStyle='LTR', name='stim3', opacity=1.0, ori=0, pos=array([6.123234e-16, 1.000000e+01]), rgb=array([255., 255., 255.]), text='', units='deg', win=Window(...), wrapWidth=15.0)
103.7670 	EXP 	Created stim4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.2, italic=False, languageStyle='LTR', name='stim4', opacity=1.0, ori=0, pos=array([-7.07106781,  7.07106781]), rgb=array([255., 255., 255.]), text='', units='deg', win=Window(...), wrapWidth=15.0)
103.7676 	EXP 	Created stim5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.2, italic=False, languageStyle='LTR', name='stim5', opacity=1.0, ori=0, pos=array([-1.0000000e+01,  1.2246468e-15]), rgb=array([255., 255., 255.]), text='', units='deg', win=Window(...), wrapWidth=15.0)
103.7682 	EXP 	Created stim6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.2, italic=False, languageStyle='LTR', name='stim6', opacity=1.0, ori=0, pos=array([-7.07106781, -7.07106781]), rgb=array([255., 255., 255.]), text='', units='deg', win=Window(...), wrapWidth=15.0)
103.7689 	EXP 	Created stim7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.2, italic=False, languageStyle='LTR', name='stim7', opacity=1.0, ori=0, pos=array([-1.8369702e-15, -1.0000000e+01]), rgb=array([255., 255., 255.]), text='', units='deg', win=Window(...), wrapWidth=15.0)
103.7697 	EXP 	Created stim8 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-8.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.2, italic=False, languageStyle='LTR', name='stim8', opacity=1.0, ori=0, pos=array([ 7.07106781, -7.07106781]), rgb=array([255., 255., 255.]), text='', units='deg', win=Window(...), wrapWidth=15.0)
103.7704 	EXP 	Created ref = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-9.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=1.2, italic=False, languageStyle='LTR', name='ref', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='deg', win=Window(...), wrapWidth=15.0)
103.7764 	EXP 	Created page = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='page', opacity=1.0, ori=0, pos=array([ 20., -12.]), rgb=array([255., 255., 255.]), text='kjnk', units='deg', win=Window(...), wrapWidth=15.0)
103.7766 	EXP 	New trial (rep=0, index=0): OrderedDict([('ref', 'pigeon'), ('stim1', 'elephant'), ('stim2', 'monkey'), ('stim3', 'goat'), ('stim4', 'bluebird'), ('stim5', 'snake'), ('stim6', 'lizard'), ('stim7', 'bat'), ('stim8', 'hog')])
103.8162 	DATA 	Keypress: space
103.8425 	EXP 	text: autoDraw = False
103.8425 	EXP 	stim1: text = 'elephant'
103.8425 	EXP 	stim2: text = 'monkey'
103.8425 	EXP 	stim3: text = 'goat'
103.8425 	EXP 	stim4: text = 'bluebird'
103.8425 	EXP 	stim5: text = 'snake'
103.8425 	EXP 	stim6: text = 'lizard'
103.8425 	EXP 	stim7: text = 'bat'
103.8425 	EXP 	stim8: text = 'hog'
103.8425 	EXP 	ref: text = 'pigeon'
103.8425 	EXP 	page: text = '1'
103.8425 	EXP 	stim1: color = 'white (named)'
103.8425 	EXP 	stim2: color = 'white (named)'
103.8425 	EXP 	stim3: color = 'white (named)'
103.8425 	EXP 	stim4: color = 'white (named)'
103.8425 	EXP 	stim5: color = 'white (named)'
103.8425 	EXP 	stim6: color = 'white (named)'
103.8425 	EXP 	stim7: color = 'white (named)'
103.8425 	EXP 	stim8: color = 'white (named)'
103.8425 	EXP 	page: autoDraw = True
103.8425 	EXP 	stim1: autoDraw = True
103.8425 	EXP 	stim2: autoDraw = True
103.8425 	EXP 	stim3: autoDraw = True
103.8425 	EXP 	stim4: autoDraw = True
103.8425 	EXP 	stim5: autoDraw = True
103.8425 	EXP 	stim6: autoDraw = True
103.8425 	EXP 	stim7: autoDraw = True
103.8425 	EXP 	stim8: autoDraw = True
103.8425 	EXP 	ref: autoDraw = True
103.8621 	EXP 	page: autoDraw = True
103.9270 	EXP 	page: autoDraw = True
103.9459 	EXP 	page: autoDraw = True
103.9773 	EXP 	page: autoDraw = True
104.0281 	EXP 	page: autoDraw = True
104.0476 	EXP 	page: autoDraw = True
104.0787 	EXP 	page: autoDraw = True
104.1368 	EXP 	page: autoDraw = True
104.1627 	EXP 	page: autoDraw = True
104.1838 	EXP 	page: autoDraw = True
104.2130 	EXP 	page: autoDraw = True
104.2638 	EXP 	page: autoDraw = True
104.2972 	EXP 	page: autoDraw = True
104.3305 	EXP 	page: autoDraw = True
104.3812 	EXP 	page: autoDraw = True
104.4154 	EXP 	page: autoDraw = True
104.4490 	EXP 	page: autoDraw = True
104.5156 	EXP 	page: autoDraw = True
104.5491 	EXP 	page: autoDraw = True
104.6088 	EXP 	page: autoDraw = True
104.6339 	EXP 	page: autoDraw = True
104.6648 	EXP 	page: autoDraw = True
104.7328 	EXP 	page: autoDraw = True
104.7656 	EXP 	page: autoDraw = True
104.8288 	EXP 	page: autoDraw = True
104.8532 	EXP 	page: autoDraw = True
104.8811 	EXP 	page: autoDraw = True
104.9387 	EXP 	page: autoDraw = True
104.9653 	EXP 	page: autoDraw = True
104.9984 	EXP 	page: autoDraw = True
105.0550 	EXP 	page: autoDraw = True
105.0818 	EXP 	page: autoDraw = True
105.1140 	EXP 	page: autoDraw = True
105.1828 	EXP 	page: autoDraw = True
105.2152 	EXP 	page: autoDraw = True
105.2766 	EXP 	page: autoDraw = True
105.3018 	EXP 	page: autoDraw = True
105.3303 	EXP 	page: autoDraw = True
105.3884 	EXP 	page: autoDraw = True
105.4153 	EXP 	page: autoDraw = True
105.4488 	EXP 	page: autoDraw = True
105.5155 	EXP 	page: autoDraw = True
105.5493 	EXP 	page: autoDraw = True
105.6133 	EXP 	page: autoDraw = True
105.6481 	EXP 	page: autoDraw = True
105.6827 	EXP 	page: autoDraw = True
105.7490 	EXP 	page: autoDraw = True
105.7832 	EXP 	page: autoDraw = True
105.8422 	EXP 	page: autoDraw = True
105.8667 	EXP 	page: autoDraw = True
105.8985 	EXP 	page: autoDraw = True
105.9565 	EXP 	page: autoDraw = True
105.9821 	EXP 	page: autoDraw = True
106.0156 	EXP 	page: autoDraw = True
106.0826 	EXP 	page: autoDraw = True
106.1152 	EXP 	page: autoDraw = True
106.1486 	EXP 	page: autoDraw = True
106.2155 	EXP 	page: autoDraw = True
106.2489 	EXP 	page: autoDraw = True
106.3100 	EXP 	page: autoDraw = True
106.3348 	EXP 	page: autoDraw = True
106.3647 	EXP 	page: autoDraw = True
106.4244 	EXP 	page: autoDraw = True
106.4490 	EXP 	page: autoDraw = True
106.4820 	EXP 	page: autoDraw = True
106.5398 	EXP 	page: autoDraw = True
106.5649 	EXP 	page: autoDraw = True
106.5972 	EXP 	page: autoDraw = True
106.6533 	EXP 	page: autoDraw = True
106.6820 	EXP 	page: autoDraw = True
106.7149 	EXP 	page: autoDraw = True
106.7820 	EXP 	page: autoDraw = True
106.8149 	EXP 	page: autoDraw = True
106.8794 	EXP 	page: autoDraw = True
106.9160 	EXP 	page: autoDraw = True
106.9489 	EXP 	page: autoDraw = True
107.0153 	EXP 	page: autoDraw = True
107.0484 	EXP 	page: autoDraw = True
107.1064 	EXP 	page: autoDraw = True
107.1318 	EXP 	page: autoDraw = True
107.1638 	EXP 	page: autoDraw = True
107.2308 	EXP 	page: autoDraw = True
107.2649 	EXP 	page: autoDraw = True
107.3254 	EXP 	page: autoDraw = True
107.3496 	EXP 	page: autoDraw = True
107.3806 	EXP 	page: autoDraw = True
107.4374 	EXP 	page: autoDraw = True
107.4648 	EXP 	page: autoDraw = True
107.4983 	EXP 	page: autoDraw = True
107.5651 	EXP 	page: autoDraw = True
107.5983 	EXP 	page: autoDraw = True
107.6599 	EXP 	page: autoDraw = True
107.6835 	EXP 	page: autoDraw = True
107.7154 	EXP 	page: autoDraw = True
107.7819 	EXP 	page: autoDraw = True
107.8153 	EXP 	page: autoDraw = True
107.8486 	EXP 	page: autoDraw = True
107.9154 	EXP 	page: autoDraw = True
107.9485 	EXP 	page: autoDraw = True
108.0071 	EXP 	page: autoDraw = True
108.0322 	EXP 	page: autoDraw = True
108.0649 	EXP 	page: autoDraw = True
108.1320 	EXP 	page: autoDraw = True
108.1650 	EXP 	page: autoDraw = True
108.2293 	EXP 	page: autoDraw = True
108.2535 	EXP 	page: autoDraw = True
108.2821 	EXP 	page: autoDraw = True
108.3431 	EXP 	page: autoDraw = True
108.3673 	EXP 	page: autoDraw = True
108.3971 	EXP 	page: autoDraw = True
108.4546 	EXP 	page: autoDraw = True
108.4819 	EXP 	page: autoDraw = True
108.5149 	EXP 	page: autoDraw = True
108.5821 	EXP 	page: autoDraw = True
108.6148 	EXP 	page: autoDraw = True
108.6783 	EXP 	page: autoDraw = True
108.7029 	EXP 	page: autoDraw = True
108.7308 	EXP 	page: autoDraw = True
108.7884 	EXP 	page: autoDraw = True
108.8147 	EXP 	page: autoDraw = True
108.8486 	EXP 	page: autoDraw = True
108.9152 	EXP 	page: autoDraw = True
108.9485 	EXP 	page: autoDraw = True
109.0156 	EXP 	page: autoDraw = True
109.0482 	EXP 	page: autoDraw = True
109.0819 	EXP 	page: autoDraw = True
109.1484 	EXP 	page: autoDraw = True
109.1822 	EXP 	page: autoDraw = True
109.2450 	EXP 	page: autoDraw = True
109.2694 	EXP 	page: autoDraw = True
109.2970 	EXP 	page: autoDraw = True
109.3563 	EXP 	page: autoDraw = True
109.3816 	EXP 	page: autoDraw = True
109.4135 	EXP 	page: autoDraw = True
109.4699 	EXP 	page: autoDraw = True
109.4982 	EXP 	page: autoDraw = True
109.5317 	EXP 	page: autoDraw = True
109.5859 	EXP 	page: autoDraw = True
109.6143 	EXP 	page: autoDraw = True
109.6470 	EXP 	page: autoDraw = True
109.7152 	EXP 	page: autoDraw = True
109.7485 	EXP 	page: autoDraw = True
109.8144 	EXP 	page: autoDraw = True
109.8483 	EXP 	page: autoDraw = True
109.8821 	EXP 	page: autoDraw = True
109.9486 	EXP 	page: autoDraw = True
109.9823 	EXP 	page: autoDraw = True
110.0405 	EXP 	page: autoDraw = True
110.0653 	EXP 	page: autoDraw = True
110.0975 	EXP 	page: autoDraw = True
110.1548 	EXP 	page: autoDraw = True
110.1807 	EXP 	page: autoDraw = True
110.2137 	EXP 	page: autoDraw = True
110.2820 	EXP 	page: autoDraw = True
110.3148 	EXP 	page: autoDraw = True
110.3764 	EXP 	page: autoDraw = True
110.4010 	EXP 	page: autoDraw = True
110.4330 	EXP 	page: autoDraw = True
110.4889 	EXP 	page: autoDraw = True
110.5150 	EXP 	page: autoDraw = True
110.5485 	EXP 	page: autoDraw = True
110.6151 	EXP 	page: autoDraw = True
110.6482 	EXP 	page: autoDraw = True
110.7094 	EXP 	page: autoDraw = True
110.7342 	EXP 	page: autoDraw = True
110.7647 	EXP 	page: autoDraw = True
110.8236 	EXP 	page: autoDraw = True
110.8484 	EXP 	page: autoDraw = True
110.8811 	EXP 	page: autoDraw = True
110.9371 	EXP 	page: autoDraw = True
110.9651 	EXP 	page: autoDraw = True
110.9967 	EXP 	page: autoDraw = True
111.0531 	EXP 	page: autoDraw = True
111.0817 	EXP 	page: autoDraw = True
111.1147 	EXP 	page: autoDraw = True
111.1822 	EXP 	page: autoDraw = True
111.2149 	EXP 	page: autoDraw = True
111.2781 	EXP 	page: autoDraw = True
111.3032 	EXP 	page: autoDraw = True
111.3305 	EXP 	page: autoDraw = True
111.3900 	EXP 	page: autoDraw = True
111.4149 	EXP 	page: autoDraw = True
111.4483 	EXP 	page: autoDraw = True
111.5151 	EXP 	page: autoDraw = True
111.5488 	EXP 	page: autoDraw = True
111.6102 	EXP 	page: autoDraw = True
111.6349 	EXP 	page: autoDraw = True
111.6639 	EXP 	page: autoDraw = True
111.7221 	EXP 	page: autoDraw = True
111.7484 	EXP 	page: autoDraw = True
111.7822 	EXP 	page: autoDraw = True
111.8399 	EXP 	page: autoDraw = True
111.8657 	EXP 	page: autoDraw = True
111.8970 	EXP 	page: autoDraw = True
111.9542 	EXP 	page: autoDraw = True
111.9805 	EXP 	page: autoDraw = True
112.0141 	EXP 	page: autoDraw = True
112.0821 	EXP 	page: autoDraw = True
112.1149 	EXP 	page: autoDraw = True
112.1792 	EXP 	page: autoDraw = True
112.2146 	EXP 	page: autoDraw = True
112.2484 	EXP 	page: autoDraw = True
112.2982 	EXP 	page: autoDraw = True
112.3328 	EXP 	page: autoDraw = True
112.3673 	EXP 	page: autoDraw = True
112.4326 	EXP 	page: autoDraw = True
112.4650 	EXP 	page: autoDraw = True
112.4986 	EXP 	page: autoDraw = True
112.5485 	EXP 	page: autoDraw = True
112.5823 	EXP 	page: autoDraw = True
112.6155 	EXP 	page: autoDraw = True
112.6652 	EXP 	page: autoDraw = True
112.6985 	EXP 	page: autoDraw = True
112.7328 	EXP 	page: autoDraw = True
112.7989 	EXP 	page: autoDraw = True
112.8318 	EXP 	page: autoDraw = True
112.8888 	EXP 	page: autoDraw = True
112.9155 	EXP 	page: autoDraw = True
112.9486 	EXP 	page: autoDraw = True
113.0060 	EXP 	page: autoDraw = True
113.0317 	EXP 	page: autoDraw = True
113.0642 	EXP 	page: autoDraw = True
113.1190 	EXP 	page: autoDraw = True
113.1498 	EXP 	page: autoDraw = True
113.1804 	EXP 	page: autoDraw = True
113.2488 	EXP 	page: autoDraw = True
113.2819 	EXP 	page: autoDraw = True
113.3458 	EXP 	page: autoDraw = True
113.3836 	EXP 	page: autoDraw = True
113.4155 	EXP 	page: autoDraw = True
113.4651 	EXP 	page: autoDraw = True
113.5000 	EXP 	page: autoDraw = True
113.5319 	EXP 	page: autoDraw = True
113.5814 	EXP 	page: autoDraw = True
113.6154 	EXP 	page: autoDraw = True
113.6486 	EXP 	page: autoDraw = True
113.6984 	EXP 	page: autoDraw = True
113.7314 	EXP 	page: autoDraw = True
113.7661 	EXP 	page: autoDraw = True
113.8150 	EXP 	page: autoDraw = True
113.8485 	EXP 	page: autoDraw = True
113.8820 	EXP 	page: autoDraw = True
113.9316 	EXP 	page: autoDraw = True
113.9654 	EXP 	page: autoDraw = True
113.9992 	EXP 	page: autoDraw = True
114.0652 	EXP 	page: autoDraw = True
114.0982 	EXP 	page: autoDraw = True
114.1578 	EXP 	page: autoDraw = True
114.1828 	EXP 	page: autoDraw = True
114.2156 	EXP 	page: autoDraw = True
114.2819 	EXP 	page: autoDraw = True
114.3147 	EXP 	page: autoDraw = True
114.3813 	EXP 	page: autoDraw = True
114.4150 	EXP 	page: autoDraw = True
114.4488 	EXP 	page: autoDraw = True
114.5155 	EXP 	page: autoDraw = True
114.5489 	EXP 	page: autoDraw = True
114.6056 	EXP 	page: autoDraw = True
114.6322 	EXP 	page: autoDraw = True
114.6643 	EXP 	page: autoDraw = True
114.7319 	EXP 	page: autoDraw = True
114.7649 	EXP 	page: autoDraw = True
114.8285 	EXP 	page: autoDraw = True
114.8523 	EXP 	page: autoDraw = True
114.8818 	EXP 	page: autoDraw = True
114.9382 	EXP 	page: autoDraw = True
114.9648 	EXP 	page: autoDraw = True
114.9969 	EXP 	page: autoDraw = True
115.0651 	EXP 	page: autoDraw = True
115.0982 	EXP 	page: autoDraw = True
115.1598 	EXP 	page: autoDraw = True
115.1607 	DATA 	Mouse: Left button down, pos=(498,692)
115.1851 	EXP 	page: autoDraw = True
115.1851 	EXP 	stim4: color = '[0.1  0.1  0.25] (rgb)'
115.2144 	EXP 	page: autoDraw = True
115.2821 	EXP 	page: autoDraw = True
115.3150 	EXP 	page: autoDraw = True
115.3789 	EXP 	page: autoDraw = True
115.3798 	DATA 	Mouse:  Left button up, pos=(498,692)
115.4145 	EXP 	page: autoDraw = True
115.4481 	EXP 	page: autoDraw = True
115.4984 	EXP 	page: autoDraw = True
115.5319 	EXP 	page: autoDraw = True
115.5652 	EXP 	page: autoDraw = True
115.6152 	EXP 	page: autoDraw = True
115.6483 	EXP 	page: autoDraw = True
115.6821 	EXP 	page: autoDraw = True
115.7315 	EXP 	page: autoDraw = True
115.7650 	EXP 	page: autoDraw = True
115.7983 	EXP 	page: autoDraw = True
115.8484 	EXP 	page: autoDraw = True
115.8818 	EXP 	page: autoDraw = True
115.9154 	EXP 	page: autoDraw = True
115.9821 	EXP 	page: autoDraw = True
116.0146 	EXP 	page: autoDraw = True
116.0744 	EXP 	page: autoDraw = True
116.0999 	EXP 	page: autoDraw = True
116.1316 	EXP 	page: autoDraw = True
116.1881 	EXP 	page: autoDraw = True
116.2151 	EXP 	page: autoDraw = True
116.2480 	EXP 	page: autoDraw = True
116.3153 	EXP 	page: autoDraw = True
116.3482 	EXP 	page: autoDraw = True
116.4143 	EXP 	page: autoDraw = True
116.4479 	EXP 	page: autoDraw = True
116.4819 	EXP 	page: autoDraw = True
116.5488 	EXP 	page: autoDraw = True
116.5816 	EXP 	page: autoDraw = True
116.6408 	EXP 	page: autoDraw = True
116.6665 	EXP 	page: autoDraw = True
116.6984 	EXP 	page: autoDraw = True
116.7546 	EXP 	page: autoDraw = True
116.7817 	EXP 	page: autoDraw = True
116.8151 	EXP 	page: autoDraw = True
116.8815 	EXP 	page: autoDraw = True
116.9145 	EXP 	page: autoDraw = True
116.9773 	EXP 	page: autoDraw = True
117.0023 	EXP 	page: autoDraw = True
117.0313 	EXP 	page: autoDraw = True
117.0903 	EXP 	page: autoDraw = True
117.1156 	EXP 	page: autoDraw = True
117.1487 	EXP 	page: autoDraw = True
117.2155 	EXP 	page: autoDraw = True
117.2485 	EXP 	page: autoDraw = True
117.3122 	EXP 	page: autoDraw = True
117.3486 	EXP 	page: autoDraw = True
117.3825 	EXP 	page: autoDraw = True
117.4492 	EXP 	page: autoDraw = True
117.4819 	EXP 	page: autoDraw = True
117.5392 	EXP 	page: autoDraw = True
117.5650 	EXP 	page: autoDraw = True
117.5967 	EXP 	page: autoDraw = True
117.6649 	EXP 	page: autoDraw = True
117.6982 	EXP 	page: autoDraw = True
117.7592 	EXP 	page: autoDraw = True
117.7834 	EXP 	page: autoDraw = True
117.8154 	EXP 	page: autoDraw = True
117.8820 	EXP 	page: autoDraw = True
117.9147 	EXP 	page: autoDraw = True
117.9485 	EXP 	page: autoDraw = True
117.9980 	EXP 	page: autoDraw = True
118.0314 	EXP 	page: autoDraw = True
118.0651 	EXP 	page: autoDraw = True
118.1147 	EXP 	page: autoDraw = True
118.1482 	EXP 	page: autoDraw = True
118.1818 	EXP 	page: autoDraw = True
118.2316 	EXP 	page: autoDraw = True
118.2650 	EXP 	page: autoDraw = True
118.2983 	EXP 	page: autoDraw = True
118.3471 	EXP 	page: autoDraw = True
118.3825 	EXP 	page: autoDraw = True
118.4154 	EXP 	page: autoDraw = True
118.4821 	EXP 	page: autoDraw = True
118.5149 	EXP 	page: autoDraw = True
118.5752 	EXP 	page: autoDraw = True
118.6004 	EXP 	page: autoDraw = True
118.6306 	EXP 	page: autoDraw = True
118.6870 	EXP 	page: autoDraw = True
118.7153 	EXP 	page: autoDraw = True
118.7488 	EXP 	page: autoDraw = True
118.8150 	EXP 	page: autoDraw = True
118.8479 	EXP 	page: autoDraw = True
118.9153 	EXP 	page: autoDraw = True
118.9484 	EXP 	page: autoDraw = True
118.9823 	EXP 	page: autoDraw = True
119.0482 	EXP 	page: autoDraw = True
119.0818 	EXP 	page: autoDraw = True
119.1399 	EXP 	page: autoDraw = True
119.1656 	EXP 	page: autoDraw = True
119.1970 	EXP 	page: autoDraw = True
119.2516 	EXP 	page: autoDraw = True
119.2818 	EXP 	page: autoDraw = True
119.3145 	EXP 	page: autoDraw = True
119.3814 	EXP 	page: autoDraw = True
119.4146 	EXP 	page: autoDraw = True
119.4724 	EXP 	page: autoDraw = True
119.5023 	EXP 	page: autoDraw = True
119.5314 	EXP 	page: autoDraw = True
119.5909 	EXP 	page: autoDraw = True
119.6152 	EXP 	page: autoDraw = True
119.6480 	EXP 	page: autoDraw = True
119.7054 	EXP 	page: autoDraw = True
119.7311 	EXP 	page: autoDraw = True
119.7633 	EXP 	page: autoDraw = True
119.8175 	EXP 	page: autoDraw = True
119.8479 	EXP 	page: autoDraw = True
119.8821 	EXP 	page: autoDraw = True
119.9485 	EXP 	page: autoDraw = True
119.9819 	EXP 	page: autoDraw = True
120.0417 	EXP 	page: autoDraw = True
120.0658 	EXP 	page: autoDraw = True
120.0969 	EXP 	page: autoDraw = True
120.1553 	EXP 	page: autoDraw = True
120.1818 	EXP 	page: autoDraw = True
120.2151 	EXP 	page: autoDraw = True
120.2817 	EXP 	page: autoDraw = True
120.3149 	EXP 	page: autoDraw = True
120.3783 	EXP 	page: autoDraw = True
120.4027 	EXP 	page: autoDraw = True
120.4314 	EXP 	page: autoDraw = True
120.4890 	EXP 	page: autoDraw = True
120.5141 	EXP 	page: autoDraw = True
120.5468 	EXP 	page: autoDraw = True
120.6045 	EXP 	page: autoDraw = True
120.6312 	EXP 	page: autoDraw = True
120.6636 	EXP 	page: autoDraw = True
120.7316 	EXP 	page: autoDraw = True
120.7651 	EXP 	page: autoDraw = True
120.8280 	EXP 	page: autoDraw = True
120.8516 	EXP 	page: autoDraw = True
120.8810 	EXP 	page: autoDraw = True
120.9391 	EXP 	page: autoDraw = True
120.9650 	EXP 	page: autoDraw = True
120.9974 	EXP 	page: autoDraw = True
121.0507 	EXP 	page: autoDraw = True
121.0816 	EXP 	page: autoDraw = True
121.1145 	EXP 	page: autoDraw = True
121.1820 	EXP 	page: autoDraw = True
121.2147 	EXP 	page: autoDraw = True
121.2777 	EXP 	page: autoDraw = True
121.3024 	EXP 	page: autoDraw = True
121.3313 	EXP 	page: autoDraw = True
121.3888 	EXP 	page: autoDraw = True
121.4148 	EXP 	page: autoDraw = True
121.4479 	EXP 	page: autoDraw = True
121.5057 	EXP 	page: autoDraw = True
121.5316 	EXP 	page: autoDraw = True
121.5637 	EXP 	page: autoDraw = True
121.6175 	EXP 	page: autoDraw = True
121.6486 	EXP 	page: autoDraw = True
121.6817 	EXP 	page: autoDraw = True
121.7481 	EXP 	page: autoDraw = True
121.7812 	EXP 	page: autoDraw = True
121.8428 	EXP 	page: autoDraw = True
121.8670 	EXP 	page: autoDraw = True
121.8981 	EXP 	page: autoDraw = True
121.9580 	EXP 	page: autoDraw = True
121.9818 	EXP 	page: autoDraw = True
122.0145 	EXP 	page: autoDraw = True
122.0816 	EXP 	page: autoDraw = True
122.1145 	EXP 	page: autoDraw = True
122.1787 	EXP 	page: autoDraw = True
122.2148 	EXP 	page: autoDraw = True
122.2165 	DATA 	Mouse: Left button down, pos=(714,104)
122.2487 	EXP 	page: autoDraw = True
122.2487 	EXP 	stim7: color = '[0.1  0.1  0.25] (rgb)'
122.3157 	EXP 	page: autoDraw = True
122.3481 	EXP 	page: autoDraw = True
122.4074 	EXP 	page: autoDraw = True
122.4083 	DATA 	Mouse:  Left button up, pos=(714,104)
122.4326 	EXP 	page: autoDraw = True
122.4640 	EXP 	page: autoDraw = True
122.5213 	EXP 	page: autoDraw = True
